116.489046,39.955413
116.448426,39.909209
116.750753,39.931787
116.379328,39.867124
116.318908,39.896872
116.637847,39.918743
116.49865,40.273146
116.401723,39.990026
116.356205,39.927052
116.348051,39.79479
116.350549,39.976564
116.466077,39.973095
116.335532,39.954225
116.373212,39.889167
116.59871,40.11993
116.484131,40.01387
116.410905,39.921494
116.553321,40.112553
116.463033,39.952601
116.41785,39.908822
116.514407,40.01193
116.310443,39.921098
116.342766,39.849054
116.334656,39.919962
116.32389,39.989365
116.348401,39.875216
116.133352,39.932471
116.480397,39.871324
116.398229,39.968614
116.349156,39.897209
116.343062,39.737745
116.355157,39.960992
116.461851,39.903812
116.399309,39.968504
116.373356,39.924879
116.378412,39.987228
116.340258,39.835049
116.462749,39.991603
116.492165,39.960214
116.576216,40.03926
116.347217,39.857733
116.386784,39.84242
116.299629,40.046026
116.391251,40.177954
116.441992,39.92951
116.64907,39.907039
116.398257,39.955123
116.391234,39.968239
116.804608,40.330463
116.592086,40.078509
116.461925,39.941073
116.446103,39.927323
116.235963,40.212774
116.40225,39.964665
116.270562,40.165515
116.367061,39.886498
116.483231,39.984141
116.283813,39.846757
116.409253,39.988707
116.587163,39.944865
116.111669,39.906575
116.43757,39.930546
116.368474,39.967804
116.356666,39.932504
116.438182,39.949666
116.43578,39.908637
116.528345,39.923866
116.457483,39.906591
116.589238,40.07749
116.467363,39.893188
116.324014,39.938053
116.310859,40.036383
